attention,meditation,lowAlpha,lowBeta,lowGamma,highAlpha,highBeta,X,Y,Direction
67,47,9605,10610,9605,10473,10473,1524,1416,No-Change
67,47,9605,10610,9605,10473,10473,1524,1416,No-Change
74,50,4724,14512,4724,43401,43401,1435,800,No-Change
66,38,21034,15420,21034,9584,9584,1280,720,Up
51,17,838,594,838,1637,1637,1280,681,Up
54,23,10336,14520,10336,21426,21426,1280,635,Up
51,35,7780,14076,7780,5507,5507,1280,585,Up
64,30,19726,39438,19726,29489,29489,1280,539,Up
64,30,19726,39438,19726,29489,29489,1280,493,Up
75,56,30982,13319,30982,14319,14319,1280,443,Up
67,69,32511,20529,32511,18993,18993,1280,397,Up
69,57,1056,4642,1056,6844,6844,1280,351,Up
70,56,30156,7969,30156,30743,30743,1280,302,Up
77,47,2817,3138,2817,4580,4580,1280,256,Up
77,47,2817,3138,2817,4580,4580,1280,206,Up
81,44,6940,3369,6940,12960,12960,1280,160,Up
78,61,20574,13041,20574,19821,19821,1280,110,Up
75,74,26049,10964,26049,12422,12422,1280,64,Up
60,66,31270,10005,31270,17661,17661,1280,15,Down
60,66,31270,10005,31270,17661,17661,1280,43,Down
53,64,13013,4455,13013,12342,12342,1280,93,Down
56,77,17753,6670,17753,10658,10658,1280,139,Down
57,66,16937,15834,16937,10268,10268,1280,185,Down
56,77,47199,13227,47199,17833,17833,1280,234,Down
56,77,47199,13227,47199,17833,17833,1280,284,Down
50,60,10509,16076,10509,8275,8275,1280,330,Down
41,44,15566,18180,15566,12453,12453,1280,376,Down
40,44,26910,18022,26910,17337,17337,1280,426,Down
44,41,20429,4606,20429,7764,7764,1280,472,Down
44,41,20429,4606,20429,7764,7764,1280,518,Down
56,48,7459,16555,7459,20213,20213,1280,568,Down
61,56,17293,8966,17293,13605,13605,1280,617,Down
56,50,1202,6807,1202,11221,11221,1280,663,Down
63,51,7948,18159,7948,12694,12694,1280,713,Up-Right
50,44,4370,23418,4370,14654,14654,1337,688,Up-Right
50,44,4370,23418,4370,14654,14654,1420,642,Up-Right
47,34,30902,17470,30902,19391,19391,1508,592,Up-Right
48,40,48149,31035,48149,17348,17348,1591,546,Up-Right
37,41,12400,15840,12400,6111,6111,1673,500,Up-Right
48,53,18734,13624,18734,22798,22798,1762,451,Up-Right
48,53,18734,13624,18734,22798,22798,1851,401,Up-Right
48,51,17084,28975,17084,16386,16386,1934,355,Up-Right
43,48,24743,42443,24743,15706,15706,2016,305,Up-Right
53,47,7291,5336,7291,8179,8179,2105,259,Up-Right
44,34,13801,21374,13801,22871,22871,2187,213,Up-Right
44,34,13801,21374,13801,22871,22871,2276,163,Up-Right
51,44,24087,18498,24087,40094,40094,2359,117,Up-Right
50,51,28925,32359,28925,12585,12585,2447,68,Up-Right
53,48,3582,6930,3582,4192,4192,2530,22,Down-Left
63,64,40006,32495,40006,30307,30307,2498,39,Down-Left
57,63,8055,9286,8055,10932,10932,2416,85,Down-Left
57,63,8055,9286,8055,10932,10932,2327,135,Down-Left
70,64,37128,39572,37128,25348,25348,2238,185,Down-Left
57,67,34808,22585,34808,14454,14454,2156,231,Down-Left
47,53,21779,40811,21779,23841,23841,2073,280,Down-Left
51,56,30951,22383,30951,31522,31522,1984,327,Down-Left
51,56,30951,22383,30951,31522,31522,1902,373,Down-Left
48,60,6570,11511,6570,10239,10239,1819,419,Down-Left
67,69,50750,11391,50750,32570,32570,1737,465,Down-Left
56,61,8894,15268,8894,7096,7096,1648,514,Down-Left
56,61,8894,15268,8894,7096,7096,1566,564,Down-Left
56,61,8894,15268,8894,7096,7096,1477,610,Down-Left
57,48,14209,20931,14209,35294,35294,1394,660,Down-Left
44,40,18689,11155,18689,7782,7782,1305,706,Down-Right
75,61,18509,2558,18509,40201,40201,1324,720,Right
78,60,21714,12952,21714,11958,11958,1407,720,Right
78,60,21714,12952,21714,11958,11958,1489,720,Right
64,56,13640,22845,13640,10711,10711,1578,720,Right
77,51,1563,7167,1563,13257,13257,1661,720,Right
66,54,44504,6294,44504,28772,28772,1750,720,Right
64,54,14087,18136,14087,18437,18437,1838,720,Right
66,66,46028,4709,46028,11845,11845,1921,720,Right
66,66,46028,4709,46028,11845,11845,2003,720,Right
66,77,18869,15253,18869,12794,12794,2086,720,Right
48,60,23410,6525,23410,11143,11143,2175,720,Right
47,64,42367,25994,42367,15477,15477,2257,720,Right
50,66,26792,16160,26792,10069,10069,2346,720,Right
50,66,26792,16160,26792,10069,10069,2428,720,Right
27,43,2020,2425,2020,3490,3490,2511,720,Right
54,54,8415,9043,8415,25768,25768,2517,720,Left
64,61,20031,7517,20031,10286,10286,2428,720,Left
60,37,6780,7245,6780,31833,31833,2340,720,Left
60,37,6780,7245,6780,31833,31833,2257,720,Left
67,56,2793,5031,2793,3237,3237,2175,720,Left
56,60,17033,19613,17033,9952,9952,2086,720,Left
54,56,48686,33717,48686,16367,16367,2003,720,Left
60,81,14480,23253,14480,11856,11856,1914,720,Left
67,74,3556,11424,3556,14151,14151,1832,720,Left
67,74,3556,11424,3556,14151,14151,1743,720,Left
75,69,18431,24531,18431,19842,19842,1661,720,Left
77,74,31047,17518,31047,14294,14294,1578,720,Left
84,67,13843,15256,13843,12574,12574,1489,720,Left
78,83,57853,17339,57853,13374,13374,1407,720,Left
78,83,57853,17339,57853,13374,13374,1318,720,Down-Left
80,81,5209,11458,5209,9473,9473,1312,738,Down-Right
78,61,9938,37655,9938,12404,12404,1394,784,Down-Right
74,56,10855,11637,10855,16058,16058,1483,833,Down-Right
74,57,55201,29880,55201,16300,16300,1566,883,Down-Right
74,57,55201,29880,55201,16300,16300,1654,929,Down-Right
63,57,215537,92514,215537,186520,186520,1737,975,Down-Right
57,74,20594,12313,20594,12715,12715,1826,1025,Down-Right
64,64,6896,26265,6896,36848,36848,1908,1071,Down-Right
66,57,13450,39508,13450,10765,10765,1991,1117,Down-Right
66,61,12207,14158,12207,17401,17401,2079,1167,Down-Right
66,61,12207,14158,12207,17401,17401,2162,1213,Down-Right
66,61,38696,12477,38696,18514,18514,2251,1262,Down-Right
54,63,792,1063,792,1675,1675,2333,1312,Down-Right
63,56,14485,14750,14485,28861,28861,2422,1358,Down-Right
70,61,22899,14757,22899,16213,16213,2505,1404,Down-Right
70,61,22899,14757,22899,16213,16213,2524,1415,Up-Left
78,44,10197,19589,10197,28977,28977,2441,1369,Up-Left
75,43,10131,4055,10131,8336,8336,2352,1319,Up-Left
80,48,19272,14141,19272,30431,30431,2270,1273,Up-Left
74,54,21917,8978,21917,12458,12458,2187,1227,Up-Left
74,54,21917,8978,21917,12458,12458,2099,1177,Up-Left
67,69,29130,14994,29130,16110,16110,2016,1131,Up-Left
64,90,20544,5870,20544,9099,9099,1927,1082,Up-Left
48,90,26189,25636,26189,13345,13345,1838,1032,Up-Left
50,87,22396,5738,22396,9387,9387,1756,986,Up-Left
50,87,19828,17447,19828,29624,29624,1667,936,Up-Left
50,87,19828,17447,19828,29624,29624,1585,890,Up-Left
60,81,44334,10861,44334,20580,20580,1502,844,Up-Left
54,77,24068,15844,24068,14992,14992,1413,794,Up-Left
51,66,9392,10442,9392,21677,21677,1324,745,Up-Left
41,48,4514,5117,4514,11550,11550,1280,731,Down
41,48,4514,5117,4514,11550,11550,1280,780,Down
47,41,16739,12396,16739,17158,17158,1280,826,Down
40,34,43997,8791,43997,13227,13227,1280,872,Down
35,37,17813,8341,17813,10004,10004,1280,922,Down
51,50,20022,34314,20022,22018,22018,1280,968,Down
51,50,20022,34314,20022,22018,22018,1280,1018,Down
27,61,66158,15847,66158,6618,6618,1280,1064,Down
34,61,41776,14797,41776,24452,24452,1280,1113,Down
50,56,22909,35457,22909,29754,29754,1280,1160,Down
44,67,19336,19024,19336,17954,17954,1280,1209,Down
74,56,2547,2198,2547,4256,4256,1280,1255,Down
74,56,2547,2198,2547,4256,4256,1280,1305,Down
77,53,7845,29086,7845,11851,11851,1280,1355,Down
60,63,33843,11684,33843,8370,8370,1280,1401,Down
54,56,30456,17581,30456,15727,15727,1280,1418,Up
34,57,21112,7914,21112,7975,7975,1280,1369,Up
34,57,21112,7914,21112,7975,7975,1280,1323,Up
40,64,13729,20344,13729,14279,14279,1280,1273,Up
38,53,17485,8182,17485,11492,11492,1280,1227,Up
24,35,8983,25988,8983,17155,17155,1280,1181,Up
24,35,71476,43238,71476,68869,68869,1280,1131,Up
24,35,71476,43238,71476,68869,68869,1280,1085,Up
21,17,12790,22079,12790,15736,15736,1280,1036,Up
16,21,20250,12704,20250,13146,13146,1280,989,Up
17,13,13115,20344,13115,14042,14042,1280,940,Up
26,17,10491,14289,10491,12318,12318,1280,894,Up
35,37,5193,2484,5193,2422,2422,1280,848,Up
35,37,5193,2484,5193,2422,2422,1280,798,Up
44,41,16423,11396,16423,10279,10279,1280,748,Up-Left
50,43,9290,32291,9290,16752,16752,1267,727,Down-Left
47,54,21164,18302,21164,13516,13516,1178,777,Down-Left
48,61,18148,27957,18148,22299,22299,1096,823,Down-Left
48,61,18148,27957,18148,22299,22299,1014,869,Down-Left
57,57,6522,20064,6522,24527,24527,925,919,Down-Left
51,67,5828,9978,5828,5868,5868,842,965,Down-Left
48,60,29930,7684,29930,27953,27953,753,1014,Down-Left
43,51,79060,7131,79060,29201,29201,671,1064,Down-Left
43,51,79060,7131,79060,29201,29201,582,1110,Down-Left
35,54,16653,13783,16653,18701,18701,493,1160,Down-Left
37,54,13898,11358,13898,10533,10533,411,1206,Down-Left
43,64,21872,10002,21872,6194,6194,328,1252,Down-Left
54,63,13861,12818,13861,18193,18193,239,1301,Down-Left
34,48,15041,12487,15041,7530,7530,151,1351,Down-Left
34,48,15041,12487,15041,7530,7530,68,1397,Down-Left
24,38,5578,4172,5578,4383,4383,17,1422,Up-Right
30,34,13939,41547,13939,12349,12349,106,1376,Up-Right
20,38,12112,9222,12112,8119,8119,189,1326,Up-Right
35,41,9082,24580,9082,23563,23563,277,1280,Up-Right
35,41,9082,24580,9082,23563,23563,366,1230,Up-Right
43,57,19217,27910,19217,9135,9135,449,1184,Up-Right
44,61,16533,9579,16533,11710,11710,531,1135,Up-Right
41,50,5698,27413,5698,12777,12777,620,1089,Up-Right
43,60,21722,18741,21722,21087,21087,703,1039,Up-Right
43,60,21722,18741,21722,21087,21087,791,993,Up-Right
44,37,6831,28376,6831,18388,18388,874,947,Up-Right
48,35,46293,34190,46293,39705,39705,963,897,Up-Right
56,44,13250,22440,13250,12036,12036,1045,851,Up-Right
66,51,8978,8502,8978,19630,19630,1128,805,Up-Right
74,67,26468,22277,26468,27386,27386,1217,755,Up-Right
74,67,26468,22277,26468,27386,27386,1280,720,Left
83,61,8305,32551,8305,17371,17371,1191,720,Left
81,50,5900,4018,5900,10104,10104,1102,720,Left
69,53,39512,25457,39512,11734,11734,1020,720,Left
63,51,8508,13611,8508,11093,11093,937,720,Left
63,51,8508,13611,8508,11093,11093,849,720,Left
41,47,6251,8097,6251,4401,4401,766,720,Left
44,61,13001,13701,13001,20649,20649,677,720,Left
40,51,69233,32732,69233,20993,20993,595,720,Left
35,51,38009,17338,38009,16047,16047,506,720,Left
35,51,38009,17338,38009,16047,16047,423,720,Left
47,74,44837,23421,44837,19056,19056,335,720,Left
37,78,39769,42946,39769,13703,13703,246,720,Left
30,75,75719,10693,75719,23156,23156,163,720,Left
53,67,2086,17064,2086,15089,15089,74,720,Left
61,56,30748,24404,30748,23614,23614,11,720,Right
61,56,30748,24404,30748,23614,23614,100,720,Right
57,50,6392,3980,6392,2694,2694,182,720,Right
77,51,4660,15108,4660,13483,13483,271,720,Right
54,66,20950,12094,20950,9729,9729,354,720,Right
54,66,41279,31730,41279,36344,36344,436,720,Right
54,66,41279,31730,41279,36344,36344,525,720,Right
54,61,41470,17651,41470,19429,19429,614,720,Right
54,57,18918,31351,18918,19622,19622,696,720,Right
60,54,16440,9502,16440,15302,15302,779,720,Right
50,57,25404,19567,25404,11704,11704,868,720,Right
50,57,25404,19567,25404,11704,11704,956,720,Right
60,67,5222,20513,5222,12703,12703,1039,720,Right
53,80,26605,15426,26605,14883,14883,1128,720,Right
56,81,16674,25123,16674,13119,13119,1210,720,Right
54,81,20971,16134,20971,21041,21041,1280,720,Up-Left
47,77,31269,13295,31269,16415,16415,1191,670,Up-Left
47,77,31269,13295,31269,16415,16415,1109,624,Up-Left
54,78,31699,19128,31699,16815,16815,1020,575,Up-Left
47,66,4442,1232,4442,2733,2733,937,529,Up-Left
64,60,12397,12982,12397,31847,31847,849,479,Up-Left
75,69,35477,6742,35477,16297,16297,760,429,Up-Left
75,69,35477,6742,35477,16297,16297,677,383,Up-Left
66,66,36820,22410,36820,14593,14593,588,334,Up-Left
74,74,13421,16535,13421,8491,8491,506,284,Up-Left
56,80,7809,8460,7809,8088,8088,417,238,Up-Left
48,63,1357,9403,1357,2412,2412,328,188,Up-Left
48,63,1357,9403,1357,2412,2412,246,142,Up-Left
44,47,7580,8754,7580,10510,10510,157,93,Up-Left
40,47,12027,3921,12027,5295,5295,68,43,Up-Left
40,51,64243,13861,64243,17590,17590,17,15,Down-Right
54,56,20573,11378,20573,21714,21714,106,64,Down-Right
50,56,6717,8797,6717,14265,14265,189,110,Down-Right
50,56,6717,8797,6717,14265,14265,271,156,Down-Right
48,53,20915,28373,20915,13447,13447,360,206,Down-Right
44,38,14651,10294,14651,10371,10371,442,252,Down-Right
34,37,5836,2199,5836,3415,3415,531,302,Down-Right
44,53,46039,15814,46039,24011,24011,614,348,Down-Right
44,53,46039,15814,46039,24011,24011,696,394,Down-Right
51,63,13863,9993,13863,13289,13289,785,443,Down-Right
51,74,24647,26235,24647,8476,8476,874,493,Down-Right
53,81,68938,26623,68938,15195,15195,956,539,Down-Right
60,78,9337,10925,9337,24215,24215,1045,589,Down-Right
60,63,16890,13958,16890,20372,20372,1134,638,Down-Right
60,63,16890,13958,16890,20372,20372,1217,685,Down-Right
70,57,12308,13461,12308,24594,24594,1280,720,
